10526 0
10518 1
10845 0
10998 0
11026 0
11053 2
32377 2
11079 2
11127 2
11143 0
42319 2
11159 0
11157 0
11172 0
42320 1
40842 2
11199 1
11253 1
11306 0
11399 2
42321 0
11414 2
11431 0
11428 2
11430 1
11468 2
11481 2
11538 2
11565 0
11558 2
11602 2
11607 2
11617 1
11657 1
11666 2
11656 2
11700 2
11741 0
11782 2
32583 2
11788 2
11877 1
11909 0
11948 2
11959 2
11986 1
11987 1
12015 0
12025 1
12046 2
32799 1
32804 1
32807 2
38947 1
12109 2
38946 1
12110 2
12112 0
12126 0
12133 1
12159 2
12161 0
32818 2
12167 1
12198 1
12209 0
12197 1
12196 2
40998 0
12222 1
32817 1
12223 0
32819 1
12257 2
41000 2
40999 1
12281 2
32797 1
32820 0
12293 0
12284 1
12282 0
12324 1
12306 0
12307 0
12339 1
12371 1
12370 0
12372 2
12384 0
12368 1
12420 1
12408 0
12406 0
12450 1
12440 0
12439 0
12443 2
32816 2
12488 1
12485 2
12493 2
12505 2
12513 2
12504 1
12533 1
12556 2
12532 0
12558 0
12534 2
32808 1
42723 1
43021 0
12606 0
32805 2
12605 2
12604 2
32806 1
42726 0
42724 0
42725 0
42721 2
12646 1
12645 1
40995 0
12649 2
40993 1
12684 1
12708 1
12685 1
12719 0
33089 1
40994 1
37368 2
12722 2
12717 2
12729 0
40996 2
12810 2
41001 0
41002 1
12797 1
33098 2
12847 1
12846 0
9380 0
12850 0
38558 1
12849 0
12862 2
12848 0
12895 1
12896 0
43143 0
12926 0
33087 2
12929 0
12930 2
12928 1
41003 2
13012 2
13004 0
13011 1
33099 2
41540 2
42332 0
41542 1
13076 1
41543 2
13096 2
42331 0
33110 2
13099 1
13108 0
9637 1
13125 1
39876 1
41004 2
13126 2
13166 2
13178 0
13177 2
37266 1
13167 1
33093 0
13165 2
993164 1
33100 2
13223 1
13204 2
13220 1
13207 0
13206 2
13205 0
13221 1
33113 0
13262 0
33102 1
37409 1
13250 1
13249 2
13261 0
13251 2
13289 1
13300 1
13291 0
13288 1
13298 2
13287 0
13299 1
13322 2
13320 2
33092 1
13319 0
33097 0
13332 0
13357 2
13366 1
33086 0
13356 0
13370 0
13400 2
13398 0
13401 2
13399 1
13443 2
13456 2
13459 2
13439 1
13440 0
33091 2
33096 0
13441 2
13442 1
13437 2
13451 2
13485 1
13482 2
13497 1
41647 0
13498 0
13483 0
13528 0
13526 2
13527 0
13539 0
33088 1
13542 1
13582 2
13579 2
13581 1
13586 0
13580 1
13588 2
13607 1
13612 0
13610 0
13609 2
13608 2
13654 2
13653 2
33103 1
13703 2
33095 1
33101 0
13699 2
13682 0
13687 2
13685 1
13689 2
13686 0
13683 2
13724 1
33090 1
13726 0
13740 1
13727 2
13725 2
33094 1
13756 2
13774 0
13758 2
13773 2
13814 1
13782 2
33355 0
13824 0
13812 2
13811 1
13813 0
13810 1
13809 0
13781 2
33347 1
33354 1
13845 2
13846 0
13849 0
13874 2
13884 0
33364 0
13876 1
13877 2
13886 1
13878 1
13875 1
13921 1
33350 1
13914 1
13917 1
13920 1
13924 1
13922 2
33357 1
13923 1
13919 0
13915 1
13916 2
13918 2
13972 0
13958 1
13960 0
13959 0
13961 0
13957 0
13962 0
14000 1
14002 1
14003 1
992996 1
33359 2
992997 1
33367 1
14038 1
14044 2
14054 2
14039 2
14053 0
33366 1
14040 0
14043 1
14042 1
14076 2
14090 1
14085 0
14086 1
33351 2
14087 0
37408 2
14077 2
14125 0
14126 0
14115 1
14117 1
14116 1
14153 1
14167 0
37407 0
14151 2
14150 0
14165 1
14168 2
14154 2
14206 1
14197 1
14207 2
14196 2
14256 1
14243 2
43400 0
14239 2
43401 2
14245 2
14244 2
14287 2
14276 2
14275 0
14274 0
14286 2
14334 0
14315 0
14326 1
14360 2
14361 2
14357 0
14349 0
33348 1
14353 2
33346 0
14356 0
14392 0
14390 0
14391 1
14427 2
14455 0
14469 0
14465 0
14470 1
14473 0
33349 1
14472 0
14471 1
14457 2
14467 1
41014 0
14456 0
37406 0
14468 1
41015 0
14497 1
14507 2
14509 1
14514 2
14515 0
33361 2
14508 1
14539 2
14549 1
14535 2
33352 0
41274 1
14571 2
14588 1
40793 1
14572 0
14587 0
14619 1
14616 1
14614 0
14632 0
14615 2
14618 0
40792 0
33365 0
14659 1
14655 1
14668 1
14653 2
14693 2
14692 2
14707 1
14745 1
41363 2
14710 0
14758 0
14750 0
14761 1
14760 0
14747 0
14759 1
41362 2
33360 2
14748 2
14763 1
14757 0
33362 2
14794 0
14809 1
14793 1
14797 0
14795 0
33353 0
14897 2
14887 0
14880 2
14889 1
14875 0
14898 1
14888 2
14885 1
14886 0
14796 2
33358 2
14890 2
14930 1
37405 0
14908 2
14907 1
14928 1
14838 1
14929 2
14927 2
14957 2
14966 2
33566 0
14968 1
14962 2
14967 1
15023 2
33583 1
33560 1
15025 1
15007 0
15006 0
15024 1
15026 1
15008 2
40726 2
15066 0
15075 2
15067 2
15076 2
15065 1
15099 1
33559 2
15104 2
15110 2
15108 0
15107 0
33556 1
15098 0
15162 2
15149 2
15147 0
15150 2
15151 2
15152 0
15148 1
15161 0
33356 2
15203 1
15185 2
15200 2
15186 2
15196 1
15184 2
15199 2
15204 2
15236 1
15226 2
15224 2
15227 0
15240 1
15222 0
15225 1
15239 1
15223 2
15275 2
33563 2
15270 1
15265 0
15267 0
15274 0
15268 1
15277 0
15276 0
15266 2
15312 1
41364 0
15306 0
15304 0
15317 1
41365 2
15313 0
15316 1
15305 1
33575 0
33573 1
15360 0
15343 2
15355 0
15344 2
15347 0
15345 0
33546 0
15410 0
15413 2
15394 1
15392 2
15409 0
15393 1
15187 2
33581 2
15412 1
15395 2
33561 1
15459 1
15448 2
15450 0
15451 1
15460 2
15458 1
15449 2
15508 2
33569 2
15493 2
15514 0
33550 1
15495 2
15509 0
15494 2
15497 2
33567 1
15504 0
33576 1
15496 0
15492 0
15507 1
15510 2
15549 1
15557 0
15538 2
15537 0
15541 0
15555 0
15540 0
15550 0
15539 1
15551 0
15588 2
33557 0
15585 0
15586 2
15597 1
15584 0
15598 1
15587 0
15583 0
15627 0
15619 1
15626 2
15629 2
15617 1
37404 1
15618 2
15628 1
33555 1
15658 0
15657 0
15651 1
15650 2
15672 2
15671 0
15655 2
